model_name,abroca,accuracy,average_abs_odds_difference,average_odds_difference,base_rate,between_all_groups_coefficient_of_variation,between_all_groups_generalized_entropy_index,between_all_groups_theil_index,between_group_coefficient_of_variation,between_group_generalized_entropy_index,between_group_theil_index,binary_confusion_matrix,coefficient_of_variation,consistency,difference,differential_fairness_bias_amplification,disparate_impact,equal_opportunity_difference,error_rate,error_rate_difference,error_rate_ratio,false_discovery_rate,false_discovery_rate_difference,false_discovery_rate_ratio,false_negative_rate,false_negative_rate_difference,false_negative_rate_ratio,false_omission_rate,false_omission_rate_difference,false_omission_rate_ratio,false_positive_rate,false_positive_rate_difference,false_positive_rate_ratio,generalized_binary_confusion_matrix,generalized_entropy_index,generalized_false_negative_rate,generalized_false_positive_rate,generalized_true_negative_rate,generalized_true_positive_rate,mean_difference,negative_predictive_value,num_false_negatives,num_false_positives,num_generalized_false_negatives,num_generalized_false_positives,num_generalized_true_negatives,num_generalized_true_positives,num_instances,num_negatives,num_positives,num_pred_negatives,num_pred_positives,num_true_negatives,num_true_positives,performance_measures,positive_predictive_value,power,precision,ratio,recall,rich_subgroup,selection_rate,sensitivity,smoothed_empirical_differential_fairness,specificity,statistical_parity_difference,theil_index,true_negative_rate,true_positive_rate,true_positive_rate_difference
metafair_west coast geo_2016_30000_east coast geo_2016_30000_group_non_white_False,0.006273951058948457,0.7815606881475144,0.023322050640026182,-0.023322050640026182,0.5873966353008269,0.019839127485394265,9.839774484543154e-05,9.925177882602163e-05,0.7721664923051176,0.14906027295969732,0.2608794942821114,"{'TP': 83642.0, 'FP': 25415.0, 'TN': 39700.0, 'FN': 9058.0}",0.5839823406625195,[0.79585591],,0.20038194714646274,0.8479239952155501,-0.021041580970020846,0.21843931185248555,0.05076108210084951,1.2459571931219093,0.23304327095005364,0.12861476561016905,1.6019008191516282,0.09771305285868392,0.021041580970020915,1.2529529580227359,0.1857746421100127,-0.06551596326403732,0.6500710801603551,0.3903094525071028,-0.025602520310031518,0.9372889151345152,"{'GTP': 59707.235880223816, 'GFP': 30050.686546276287, 'GTN': 35064.313453723706, 'GFN': 32992.76411977619}",0.08525884355141876,0.3559089980558381,0.46150175145936095,0.538498248540639,0.644091001944162,-0.11011581185910546,0.8142253578899873,9058.0,25415.0,32992.76411977619,30050.686546276287,35064.313453723706,59707.235880223816,157815.0,65115.0,92700.0,48758.0,109057.0,39700.0,83642.0,"{'TPR': 0.9022869471413161, 'TNR': 0.6096905474928972, 'FPR': 0.3903094525071028, 'FNR': 0.09771305285868392, 'GTPR': 0.644091001944162, 'GTNR': 0.538498248540639, 'GFPR': 0.46150175145936095, 'GFNR': 0.3559089980558381, 'PPV': 0.7669567290499464, 'NPV': 0.8142253578899873, 'FDR': 0.23304327095005364, 'FOR': 0.1857746421100127, 'ACC': 0.7815606881475144}",0.7669567290499464,83642.0,0.7669567290499464,,0.9022869471413161,,0.6910433102049869,0.9022869471413161,0.5542926624094762,0.6096905474928972,-0.11011581185910546,0.10366679871843273,0.6096905474928972,0.9022869471413161,-0.021041580970020846
